phrase|label
What does the name `` Sabrina '' mean \?|2
Who took over as conductor of the Boston Pops after Arthur Fiedler 's long reign \?|30
What were the trials called which followed World War II \?|12
What is hebephrenia \?|2
What Nazi leader killed himself in jail just before he was to be executed as a war criminal \?|30
What famous events have happened on March 27 \?|12
Which company claimed to be `` the world 's biggest toy store '' \?|29
What brand number graces the black label of a bottle of Jack Daniel 's \?|43
What do I call the sons and daughters of my first cousins \?|25
What were the causes of the Civil War \?|5
What city is terrorized by Dracula in The Night Stalker \?|32
How can you prevent it \?|4
What do the names Andrew and Christina mean \?|2
What chocolate bar created by Frank Mars and his wife is often called a Milky Way with peanuts \?|13
Who is the fastest guitarist \?|30
What do camels store in their humps \?|17
What is the name of the second space shuttle \?|26
What is the best hospital for orthopedics in the country \?|35
What are perfect tenses \?|2
What is commonly considered the fifth sense \?|2
What was another name for East Germany \?|25
What 's the second biggest selling magazine in America \?|9
Who betrayed Norway to the Nazis \?|30
Who took the toys donated for the Doodyville Orphans ' Fund and kept them for himself \?|30
What is a bourdon tube \?|2
What kind of a sports team is the Wisconsin Badgers \?|21
Who were the Picts \?|30
What do Caroll Baker , Tammy Grimes , Debbie Reynolds , and Judy Garland all have in common \?|3
What is film noir \?|2
Who is stationed at Camp Swampy in the comic strips \?|30
In what year did China and the Republic of Korea establish diplomatic relations \?|39
What causes tuberculosis \?|5
How tall is the giraffe \?|40
What actor dressed up as Santa Claus and had a once a year affair with actress Shelley Winters every Christmas for many years \?|30
What animal was the heat seeking missile called the Sidewinder named for \?|6
How long did it take Stanley to find Livingstone \?|45
How much of the nation 's children between the ages of two and eleven watch ` The Simpsons ' \?|38
What lake is Sheboygan on \?|35
What are a baseball team 's firemen \?|2
What is a fear of color \?|11
What Nantucket shipwreck killed more divers exploring it than the 52 people it sank with \?|26
What are the two largest birds on earth \?|6
Name the four stories contained in Edith Wharton 's `` Old New York ''|9
What is the largest lake in North America \?|35
How many people died because of a smoking problem in 1997 \?|38
What is chronic constipation a symptom of \?|11
Who wrote The Look of Love after viewing Ursula Andress \?|30
What is the name of the American swimmer who won seven gold medals in the 1972 Olympics \?|30
Who claims to have the greatest show on earth \?|30
What is Head Start \?|2
What Honeymooners actress did Television magazine name as 1953 's most promising star \?|30
Why can 't women serve in the Navy on board submarines \?|5
What did the Yalta Conference lead to \?|17
What dog was dubbed The Mortgage Lifter \?|6
What is saltpeter \?|2
What 's the difference between J D and LL M \?|3
What kind of organization is ` Last Chance for Animals ' \?|29
What was the role of the Medieval Guild \?|30
Silly putty was invented by whom \?|30
What should the oven be set at for baking Peachy Oat Muffins \?|17
How can someone become a federal agent \?|4
Who invented the paper clip \?|30
Whom did Lauren Bacall marry after her husband Humphrey Bogart died \?|30
How many times in his 16 year National Basketball Associaton career was John Havlicek a member of the all star team \?|38
What city or state do the most gay men live in \?|32
Shea and Gould had an office in Los Angeles for how long before closing it \?|45
What word occurs 46 , 227 times in the Bible \?|27
How can you be happy \?|4
How would someone go about becoming an organ donor \?|4
What year did Degas create the bronze sculpture , `` Fourth Position Front \? ''|39
What composer was awarded the Medal of Honor by Franklin D Roosevelt \?|30
How many URL extensions are there \? and what are they \?|38
How long after intercourse does it take to find out if you are pregnant \?|45
What does U S S R stand for \?|1
Who created the Fantastic Four , Hulk , and Thor \?|30
What is a fear of gravity \?|11
Who is the composer of `` Canon in D Major '' \?|30
What did n't Rocky Marciano do in his pro boxing career \?|3
Where are all European and American eels born \?|35
Who was the author of the novel `` Far From the Madding Crowd '' \?|30
What is the definition of ` graphic details ' \?|2
What was `` America 's recessed filter cigarette '' \?|19
What kind of dog is Scooby Doo \?|6
What is the function of the appendix \?|5
What department store heir is responsible for raising a three ton safe from the underwater wreckage of the Andrea Doria \?|30
Which sex is twice as likely to contract leprosy \?|17
What was the first town to be chartered in Vermont \?|32
What state has the longest Great Lakes shoreline \?|36
What U S state ends with a G \?|36
How many varieties of twins are there \?|38
What is a Cartesian Diver \?|2
What are the largest libraries in the US \?|35
How many people live in the Falklands \?|38
Who was Camp David named for \?|30
What document did President Andrew Johnson want a copy of placed under his head upon his burial \?|9
Who portrayed `` the man without a face '' in the movie of the same name \?|30
What happened in dogtown in 1899 to make that year remembered \?|3
What wheel did Blaise Pascal invent in a search for perpetual motion \?|17
How much money was the minimum wage in 1991 \?|41
In what year was the first patent for the pull tab opener on cans obtained \?|39
What country boasts the most dams \?|33
What is the regular price \?|41
What Metropolis landmark was first introduced in the Superman cartoons of the 1940 's \?|35
Where can one find Mozambique \?|35
How do you recognize anorexia \?|4
What Mary Tyler Moore Show regular came into the world as Tadeus Wladyslaw Konopka \?|9
In what city is the US Declaration of Independence located \?|32
What is the largest variety of cactus \?|2
Who won the first World Series \?|30
What did Aaron Hass write \?|9
Who is Samuel Pickering \?|28
What was the business of the animated Sky Hawks \?|29
Who was credited with saying `` I never met a man I did n't like '' \?|30
What overalls are named for Dungri , a suburb of Bombay \?|17
Why do rooftops give off steam after a big rainstorm \?|5
What nationality was Jackson Pollock \?|33
How much of the earth 's surface is permanently frozen \?|38
What is the connection between New Krypton and Daxam \?|17
When was Queen Victoria born \?|39
How many people were executed for Abraham Lincoln 's assassination \?|38
What must a Las Vegas blackjack dealer do when he reaches 16 \?|3
What is worth seeing in Reims \?|35
What type of performer is Ileana Cotrubas \?|17
When was Yemen reunified \?|39
What line of candy products included Super Skrunch and Peanut Butter Oompas \?|13
Why did the Anglican church split from the Vatican \?|5
What organization has a Security Council \?|29
How would I find the price of different organs that have been donated \?|4
What Mexican leader was shot dead in 1923 \?|30
What does NECROSIS mean \?|1
What is magnetar \?|2
What feud ended with a marriage in Kentucky on March 21 , 1891 \?|12
What color is the stripe along each side of a Coho salmon \?|8
What is the federal minimum wage \?|41
Mississippi is nicknamed what \?|25
What are the unemployment statistics for the years 1965 and 1990 \?|43
Where is Santa Lucia \?|35
What female painter produced primitives of rural New England life \?|30
What are names of two old men who appear in the serial tv Muppets Show \?|30
What should you yell to hail a taxi in Madrid \?|3
What is the horsepower of the shuttle boosters \?|43
What year did Apartheid start \?|39
Who created Big Ben \?|30
What city is found in the city of OZ \?|32
What ever happened to the once popular Yale Lock Company \?|3
Name the Marvel team loosely based on DC 's Justice League of America \?|29
What did a 16th century Aztec athlete get for putting a rubber ball through a ring \?|17
What populous state covers 49 , 576 square miles \?|36
What college football team did Knute Rockne build into a power \?|29
In what state was there an 11 million gallon oil spill \?|36
When did Aldous Huxley write , `` Brave New World '' \?|39
What country did the ancient Romans refer to as Hibernia \?|33
In what high risk business venture did Jimmy the Greek bet and lose \?|29
What do chefs call The Master Spice \?|13
What is the abbreviation of General Motors \?|0
What is a Devo hat \?|2
How long was the longest hiccup attack \?|45
What kind of weapons were used in Medieval warfare \?|17
How many people live in Tokyo \?|38
